ItemNo;Description;Module;ItemMainGroup;ItemSubGroup;Stock;Price_B2B;ManufacturerCode;ManufacturerName;ReferenceNumber;GTIN;GrossWeight
NASS0085;Synology DiskStation DS425+ - NAS-Server;NAS;OHNE HDD;;64;445,59;SYN;Synology;DS425+;4711174725991;3,78
NASS0086;Synology Disk Station DS225+ - NAS-Server;NAS;OHNE HDD;;14;293,34;SYN;Synology;DS225+;4711174726387;2,435
NAVC0001;Carnegie Robotics Duro;BABHOME;DV;;3;3248,00;CARNEGIE;Carnegie Robotics;DURO 00862-02;;1,234
NAVS0001;STMicro EVB-LIV4F GNSS/GPS Development Tool TESEO-LIV4F;BABHOME;DV;;4;274,05;STMICRO;STMicro;EVB-LIV4F;;0,407
NAVS1001;Septentrio Mosaic-Go Evaluation Kit;BABHOME;DV;;2;669,90;SEPTENTRIO;Septentrio;MOSAIC-GO EVK;;0,166
NAVU0001;Unicore UM980 USB Dongle;BABHOME;DV;;5;233,45;UNICORE;Unicore;UM980;;0,024
NAVU1001;U-BLOX NEO-F9P-15B USB Dongle;BABHOME;DV;;5;253,75;U-BLOX;U-BLOX;NEO-F9P-15B;;0,017
NETA0011;FRITZ!BOX 5690 FIBER - WiFi 7 ;NETZWERK;ZUBEHÖR;;42;218,23;FRITZ!;FRITZ!;20003096;4023125030963;1,031
NETT0002;TP-LINK TL-SF1005D 5-Port 10/100Mbps Desktop Switc;NETZWERK;SWITCH;;79;5,58;TP-LINK;TP-LINK;TL-SF1005D;6935364020064;0,20389
NETT0003;TP-LINK TL-SG1008D - Switch - 8 x 10/100/1000;NETZWERK;SWITCH;;43;13,91;TP-LINK;TP-LINK;TL-SG1008D;6935364092313;0,315
NETT0019;TP-LINK TL-WA850RE 300Mbps Universal;NETZWERK;ZUBEHÖR;;124;11,17;TP-LINK;TP-LINK;TL-WA850RE;6935364070199;0,24
NETT0051;TP-LINK RE550 - Wi-Fi-Range-Extender - Wi-Fi;NETZWERK;ZUBEHÖR;;428;37,05;TP-LINK;TP-LINK;RE550;6935364072469;0,368
NETT0054;TP-LINK TL-WA855RE 300Mbps Mini Wireless N Range Extender;NETZWERK;ZUBEHÖR;;173;13,30;TP-LINK;TP-LINK;TL-WA855RE;6935364099305;0,209
NETT0079;TP-LINK Archer T3U Plus - Netzwerkadapter - USB 3.0;NETZWERK;ZUBEHÖR;;65;12,69;TP-LINK;TP-LINK;ARCHER T3U PLUS;6935364053413;0,161
NETT0081;TP-LINK UH700 - Hub - 7 x SuperSpeed USB 3.0;NETZWERK;ZUBEHÖR;;1;21,32;TP-LINK;TP-LINK;UH700;6935364010065;0,531
NETT0085;TP-LINK JetStream TL-SG3428XMP - Switch - managed - 24 x 10/100/1000 (PoE+);NETZWERK;SWITCH;;37;345,10;TP-LINK;TP-LINK;TL-SG3428XMP;6935364030773;6,14
NETT0086;TP-LINK JetStream - TL-SG3452 - T2600G-52TS - Switch - managed;NETZWERK;SWITCH;;7;249,69;TP-LINK;TP-LINK;TL-SG3452;6935364010751;4,55
NETT0097;TP-LINK Archer MR400 V3 - Wireless Router - WWAN;NETZWERK;ROUTER;;11;52,78;TP-LINK;TP-LINK;ARCHER MR400 V3;6935364086862;0,742
NETT0147;TP-LINK EAP620HD - AccessPoint;NETZWERK;ROUTER;;69;91,86;TP-LINK;TP-LINK;EAP620HD*;4897098687765;1,263
NETT0149;TP-LINK Festa F65 - Access Point;NETZWERK;ZUBEHÖR;;33;84,25;TP-LINK;TP-LINK;FESTA F65;8885021370170;0,902
NETT0150;TP-LINK Festa F65-WALL - Access Point;NETZWERK;ZUBEHÖR;;43;71,05;TP-LINK;TP-LINK;FESTA F65-WALL;8885021370156;0,426
NETT0151;TP-LINK Festa F65-Outdoor - Access Point;NETZWERK;ZUBEHÖR;;11;121,80;TP-LINK;TP-LINK;FESTA F65-OUTDOOR;8885021370163;1,555
NETT0152;TP-LINK Festa F61 - Access Point;NETZWERK;ZUBEHÖR;;27;50,75;TP-LINK;TP-LINK;FESTA F61;8885021370194;0,887
NETT0153;TP-LINK Festa F61-Outdoor - Access Point;NETZWERK;ZUBEHÖR;;24;109,62;TP-LINK;TP-LINK;FESTA F61-OUTDOOR;8885021370187;1,552
NETT0154;TP-LINK Festa F54 - Access Point;NETZWERK;ZUBEHÖR;;55;61,92;TP-LINK;TP-LINK;FESTA F54;8885021370200;1,104
NETT0155;TP-LINK Festa F52 - Access Point;NETZWERK;ZUBEHÖR;;46;48,21;TP-LINK;TP-LINK;FESTA F52;8885021370231;1,056
NETT0156;TP-LINK Festa F52-Wall - Access Point;NETZWERK;ZUBEHÖR;;18;47,71;TP-LINK;TP-LINK;FESTA F52-WALL;8885021370217;0,334
NETT0157;TP-LINK Festa F52-Outdoor - Access Point;NETZWERK;ZUBEHÖR;;9;58,87;TP-LINK;TP-LINK;FESTA F52-OUTDOOR;8885021370224;0,711
NETT0158;TP-LINK Festa FS352GP - Switch;NETZWERK;SWITCH;;1;279,13;TP-LINK;TP-LINK;FESTA FS352GP;8885020622393;7,446
NETT0160;TP-LINK Festa FS328GP - Switch;NETZWERK;SWITCH;;8;223,30;TP-LINK;TP-LINK;FESTA FS328GP;8885020621501;4,38
NETT0161;TP-LINK Festa FS328G - Switch;NETZWERK;SWITCH;;11;132,97;TP-LINK;TP-LINK;FESTA FS328G;8885020624014;3,15
NETT0162;TP-LINK Festa FS318GP - Switch;NETZWERK;SWITCH;;13;177,63;TP-LINK;TP-LINK;FESTA FS318GP;8885020621488;3,473
NETT0163;TP-LINK Festa FS318G - Switch;NETZWERK;SWITCH;;13;93,38;TP-LINK;TP-LINK;FESTA FS318G;8885020623994;2,97
NETT0165;TP-LINK Festa FS308GP - Switch;NETZWERK;SWITCH;;28;75,11;TP-LINK;TP-LINK;FESTA FS308GP;8885020621440;1,414
NETT0166;TP-LINK Festa FS308G - Switch;NETZWERK;SWITCH;;17;54,81;TP-LINK;TP-LINK;FESTA FS308G;8885020622379;1,07
NETT0167;TP-LINK Festa FR365 - Router;NETZWERK;ROUTER;;11;116,73;TP-LINK;TP-LINK;FESTA FR365;8885020622416;1,69
NETT0168;TP-LINK Festa FR205 - Router;NETZWERK;ROUTER;;10;48,21;TP-LINK;TP-LINK;FESTA FR205;8885020621525;0,758
NETT0192;TP-LINK Tapo C420S1 - Überwachungskamera;NETZWERK;;;22;69,02;TP-LINK;TP-LINK;TAPO C420S1;4897098685105;0,94063
NETT0201;TP-LINK Tapo A100 - Powerbank ;NETZWERK;;;22;16,54;TP-LINK;TP-LINK;TAPO A100;4897098685143;0,16
NETT0207;TP-LINK Tapo T100 V1 - Bewegungssensor;BABHOME;;;237;12,69;TP-LINK;TP-LINK;TAPO T100;4897098682944;0,0615
NETT0218;TP-LINK Tapo L930-5 - Leuchtstreifen;BABHOME;CE;;95;27,41;TP-LINK;TP-LINK;TAPO L930-5;4897098681367;0,64
NETT0227;TP-LINK Omada EAP783 V1 - Accesspoint - Wi-Fi 7;NETZWERK;ROUTER;;38;406,00;TP-LINK;TP-LINK;EAP783;4895252503517;2,7
NETT1004;Teltonika RUT956 - Wireless Router;NETZWERK;ROUTER;;46;187,78;TELTONIKA;Teltonika Networks;RUT956200000;4779051840175;0,92
NETT1008;Teltonika TSW212 - Switch;NETZWERK;ROUTER;;29;81,71;TELTONIKA;Teltonika Networks;TSW212000000;4779051841370;0,642
NETT1010;Teltonika RUT200 - Wireless Router;NETZWERK;ROUTER;;285;82,22;TELTONIKA;Teltonika Networks;RUT200010000;4779051840229;0,346
NETT1011;Teltonika RUT260 - Wireless Router;NETZWERK;ROUTER;;8;138,04;TELTONIKA;Teltonika Networks;RUT260000000;4779051841332;0,396
NETT1013;Teltonika RUT906 - Wireless Router;NETZWERK;ROUTER;;5;152,25;TELTONIKA;Teltonika Networks;RUT906000000;4779051840830;0,86
NETT1014;Teltonika RUTM50 - Wireless Router;NETZWERK;ROUTER;;2;411,08;TELTONIKA;Teltonika Networks;RUTM50000000;4779051840540;1,048
NETT1022;Teletonika TRB142 - Gateway;NETZWERK;ROUTER;;15;81,20;TELTONIKA;Teltonika Networks;TRB142003000;4779027312385;0,392
NETT1023;Teltonika TRB143 - Gateway;NETZWERK;ROUTER;;5;126,88;TELTONIKA;Teltonika Networks;TRB143000000;4779051840137;0,446
NETT1024;Teltonika TRB145 - Gateway;NETZWERK;ROUTER;;71;83,23;TELTONIKA;Teltonika Networks;TRB145003000;4779027312415;0,398
NETT1026;Teltonika TRB500 - Gateway;NETZWERK;ROUTER;;9;289,28;TELTONIKA;Teltonika Networks;TRB500000000;4779051840236;0,75
NETT1029;Teltonika TSW101 - Switch;NETZWERK;ROUTER;;4;43,65;TELTONIKA;Teltonika Networks;TSW101000000;4779051840113;0,442
NETT1030;Teltonika TSW110 - Switch;NETZWERK;ROUTER;;16;28,93;TELTONIKA;Teltonika Networks;TSW110000000;4779027312958;0,398
NETT1035;Teltonika TRM240 - Modem;NETZWERK;ROUTER;;1;57,86;TELTONIKA;Teltonika Networks;TRM240000000;4779027312774;0,247
NETT1047;Teltonika PR1KC640 - Antenne;NETZWERK;ROUTER;;20;90,84;TELTONIKA;Teltonika Networks;PR1KC640;4779051841394;1,145
NETT1048;Teltonika PR5MEC00 - DIN-Schienenmontagekit;NETZWERK;ROUTER;;9;4,97;TELTONIKA;Teltonika Networks;PR5MEC00;4779051840915;0,062
NETT1049;Teltonika PR1KCS28 - Antenne;NETZWERK;ZUBEHÖR;;4;19,29;TELTONIKA;Teltonika Networks;PR1KCS28;4779051840328;0,22
NETT1054;Teltonika PR5MEC12 - Oberflächenbefestigungs-Kit;NETZWERK;ROUTER;;2;2,64;TELTONIKA;Teltonika Networks;PR5MEC12;4779051841042;0,014
NETT1060;Teltonika DAP142 - Accesspoint;NETZWERK;ROUTER;;4;50,75;TELTONIKA;Teltonika Networks;DAP142000000;4779051843268;0,256
NETT1066;Teltonika RUTM09 - Router;NETZWERK;ROUTER;;3;188,28;TELTONIKA;Teltonika Networks;RUTM09000000;4779051840472;0,944
NETT1071;Teltonika RUT140 - Wireless Router;NETZWERK;ROUTER;;25;45,68;TELTONIKA;Teltonika Networks;RUT140000000;4779051840700;0,162
NETT1072;Teltonika RUT142 - Wireless Router;NETZWERK;ROUTER;;5;50,75;TELTONIKA;Teltonika Networks;RUT142000000;4779051840724;0,168
NETT1074;Teltonika RUTM56 - Wireless Router;NETZWERK;ROUTER;;4;502,43;TELTONIKA;Teltonika Networks;RUTM56000000;4779051845231;1,76
NETT1075;Teltonika TRB141 - Gateway;NETZWERK;ROUTER;;1;92,37;TELTONIKA;Teltonika Networks;TRB141003000;4779027312620;0,414
NETT1078;Teltonika TRM500 - Wireless Router;NETZWERK;ROUTER;;4;261,87;TELTONIKA;Teltonika Networks;TRM500000000;4779051841455;0,5
NETT1082;Teltonika TRB256 - Gateway;NETZWERK;SWITCH;;24;86,28;TELTONIKA;Teltonika Networks;TRB256000400;4779051841851;0,2
NETT1083;Teltonika TRB246 - Gateway;NETZWERK;SWITCH;;3;106,58;TELTONIKA;Teltonika Networks;TRB246000600;4779051841844;0,202
NETT1094;Teltonika	Mobile SMA antenna;NETZWERK;ZUBEHÖR;;50;2,94;TELTONIKA;Teltonika Networks;PR1US440;4779051840908;0,028
NETT1099;Teltonika Ethernet cable 1.5M;NETZWERK;ZUBEHÖR;;46;2,23;TELTONIKA;Teltonika Networks;PR2LA15B;4779051840618;0,072
NETU0008;UbiQuiti UniFi USW-16-POE Switch ;NETZWERK;ROUTER;;123;244,73;UBIQ;UBIQUITI;USW-16-POE;0817882028547;3,68
NETU0010;UbiQuiti WiFi 6 Mesh Access Point;NETZWERK;ROUTER;;13;152,29;UBIQ;UBIQUITI;U6-MESH;0810010078278;1,03
NETU0012;UbiQuiti UniFi AP-AC Pro Access Point;NETZWERK;ROUTER;;1;116,20;UBIQ;UBIQUITI;UAP-AC-PRO;0810354023514;0,944
NETU0013;UbiQuiti UniFi U6-PRO Wi-Fi 6 Access Point ;NETZWERK;ROUTER;;100;132,92;UBIQ;UBIQUITI;U6-PRO;0810010076830;1,58
NETU0016;UbiQuiti UniFi USW-48-POE Switch;NETZWERK;SWITCH;;108;488,57;UBIQ;UBIQUITI;USW-48-POE;0810010072146;5,68
NETU0017;UbiQuiti UniFi USW-Pro-24-POE Switch ;NETZWERK;SWITCH;;59;572,21;UBIQ;UBIQUITI;USW-PRO-24-POE;0817882027649;5,65
NETU0023;UbiQuiti UniFi USW-PRO-48-POE Switch ;NETZWERK;SWITCH;;40;897,92;UBIQ;UBIQUITI;USW-PRO-48-POE;0817882027656;7,52
NETU0024;UbiQuiti UniFi Dream Machine Special Edition;NETZWERK;ROUTER;;50;418,15;UBIQ;UBIQUITI;UDM-SE;0810010077769;6,32
NETU0028;UbiQuiti UniFi Dream Machine Pro Access Point;NETZWERK;ROUTER;;4;334,52;UBIQ;UBIQUITI;UDM-PRO;0817882027373;5,7
NETU0034;Ubiquiti UniFi Switch USW Flex Mini - Switch - managed;NETZWERK;SWITCH;;373;23,77;UBIQ;UBIQUITI;USW-FLEX-MINI;0817882029698;0,235
NETU0035;UbiQuiti Networks POE-24-24W-G - Power Injector;NETZWERK;ZUBEHÖR;;59;9,95;UBIQ;UBIQUITI;POE-24-24W-G;0810354023538;0,338
NETU0036;UbiQuiti Networks POE-48-24W-G - Power Injector;NETZWERK;ZUBEHÖR;;50;10,15;UBIQ;UBIQUITI;POE-48-24W-G;0810354023088;0,333
NETU0048;UbiQuiti Networks POE-24-24W - Power Injector;NETZWERK;ZUBEHÖR;;50;1014,99;UBIQ;UBIQUITI;POE-24-24W;0810354023033;0,327
NETU0067;UbiQuiti UniFi Switch Lite USW-Lite-16-POE - Switch;NETZWERK;SWITCH;;93;167,26;UBIQ;UBIQUITI;USW-LITE-16-POE;0810010071163;1,6075
NETU0076;UbiQuiti WiFi U6-PLUS Access Point;NETZWERK;ROUTER;;240;83,89;UBIQ;UBIQUITI;U6+;0810084691090;0,677
NETU0079;UbiQuiti USW-ENTERPRISE-8-POE- Switch - L3 - managed - 8 x 10/100/1000/2.5G (PoE+);NETZWERK;SWITCH;;1;365,33;UBIQ;UBIQUITI;USW-ENTERPRISE-8-POE;0810010074775;2,73
NETU0084;UbiQuiti UniFi Protect UVC-G5-BULLET - Netzwerk-Überwachungskamera;NETZWERK;ROUTER;;28;102,12;UBIQ;UBIQUITI;UVC-G5-BULLET;0810084690185;0,544
NETU0090;UbiQuiti UniFi Protect Pro - UNVR-PRO - netzwerkfähig;NETZWERK;ZUBEHÖR;;27;403,18;UBIQ;UBIQUITI;UNVR-PRO;0810010075574;11,8
NETU0100;UbiQuiti UniFi Protect UVC-G5-PRO - Netzwerk-Überwachungskamera;NETZWERK;ROUTER;;125;213,15;UBIQ;UBIQUITI;UVC-G5-PRO;0810084690246;1,1433
NETU0104;UbiQuiti UniFi U7-PRO - AccessPoint - WiFi 7 - Indoor;NETZWERK;ROUTER;;500;147,90;UBIQ;UBIQUITI;U7-PRO;0810084693650;1,6
NETU0107;UbiQuiti UniFi Cloud Gateway Ultra UniFi - UCG-ULTRA;NETZWERK;ROUTER;;150;83,19;UBIQ;UBIQUITI;UCG-ULTRA;0810084695203;0,945
NETU0110;UbiQuiti UniFi Access Reader G2 Professional - UA-G2-PRO;NETZWERK;ROUTER;;5;220,08;UBIQ;UBIQUITI;UA-G2-PRO;0810084691656;0,587
NETU0122;UbiQuiti Gateway Pro UniFi UXG-MAX;NETZWERK;ROUTER;;15;161,97;UBIQ;UBIQUITI;UXG-MAX;810084695210;0,828
NETU0129;UbiQuiti U7 Pro Max - Access Point;NETZWERK;ROUTER;;199;224,48;UBIQ;UBIQUITI;U7-PRO-MAX;0810084695555;1,61
NETU0130;UbiQuiti UniFi U7 Pro Wall - Access Point;NETZWERK;ROUTER;;250;161,10;UBIQ;UBIQUITI;U7-PRO-WALL;0810084695548;0,87
NETU0136;UbiQuiti UniFi G2 Starter Kit - Zugangskontrollgerät;NETZWERK;ROUTER;;7;203,00;UBIQ;UBIQUITI;UA-G2-SK;0810084691670;1,624
NETU0143;UbiQuiti UISP Professional - UISP-S-PRO - Switch - managed;NETZWERK;ROUTER;;8;324,80;UBIQ;UBIQUITI;UISP-S-PRO;0810010074386;5,55
NETU0147;Ubiquiti SFP+-Transceiver-Modul - UACC-CM-RJ45-MG;NETZWERK;ZUBEHÖR;;48;52,82;UBIQ;UBIQUITI;UACC-CM-RJ45-MG;0810084690154;0,03424
NETU0148;UbiQuiti U7-LITE - Access Point - WiFi 7 - Indoor;NETZWERK;ZUBEHÖR;;500;81,87;UBIQ;UBIQUITI;U7-LITE;0810084698747;0,681
NETU0150;Ubiquiti UniFi Cloud Gateway Fiber - Gateway;NETZWERK;ZUBEHÖR;;89;228,00;UBIQ;UBIQUITI;UCG-FIBER;0810177161288;1,58125
NETU0151;UbiQuiti WiFi 7 Long-Range Access Point;NETZWERK;ZUBEHÖR;;314;130,29;UBIQ;UBIQUITI;U7-LR;0810177161929;0,967
NETU0152;Ubiquiti UniFi UNAS Pro - NAS-Server - Rack - einbaufähig;NETZWERK;ZUBEHÖR;;5;409,35;UBIQ;UBIQUITI;UNAS-PRO;0810010079251;10,84
NETU0154;Ubiquiti UniFi Express 7 - Gateway - Wi-Fi 7, 10GbE, 2.5GbE;NETZWERK;ZUBEHÖR;;28;160,22;UBIQ;UBIQUITI;UX7;0810010074300;1,268
NETU0155;Ubiquiti UniFi U7-PRO-XG - Accesspoint;NETZWERK;ZUBEHÖR;;65;163,74;UBIQ;UBIQUITI;U7-PRO-XG;0810177160632;1,48
NETU0156;Ubiquiti UniFi Flex 2.5G - Switch - managed;NETZWERK;ZUBEHÖR;;100;127,65;UBIQ;UBIQUITI;USW-FLEX-2.5G-8;0810084696057;0,851
NETU0157;Ubiquiti UniFi Flex 2.5G - Switch - 5-Port - managed;NETZWERK;ZUBEHÖR;;182;42,25;UBIQ;UBIQUITI;USW-FLEX-2.5G-5;0810084696040;0,43
NETU0160;Ubiquiti UniFi U7 Pro Outdoor - Accesspoint - Wi-Fi 7;NETZWERK;ZUBEHÖR;;100;242,09;UBIQ;UBIQUITI;U7-PRO-OUTDOOR;0810084698730;2,19
NETU0164;Ubiquiti Networks POE-24-30W - Power Injector ;NETZWERK;ZUBEHÖR;;42;10,56;UBIQ;UBIQUITI;POE-24-30W;0810354023545;0,345
NETU0170;Ubiquiti UniFi Protect G5 PTZ - Netzwerk-Überwachungskamera;NETZWERK;ZUBEHÖR;;4;215,68;UBIQ;UBIQUITI;UVC-G5-PTZ;0810084693582;1,102
NETU0171;Ubiquiti UniFi Touch - VoIP-Telefon;NETZWERK;ZUBEHÖR;;2;162,86;UBIQ;UBIQUITI;UTP-TOUCH-U;0810084691915;1,595
NETU0172;Ubiquiti UniFi U7 Pro XGS - Accesspoint - Wi-Fi 7;NETZWERK;ZUBEHÖR;;1;242,09;UBIQ;UBIQUITI;U7-PRO-XGS;0810084698341;1,575
NETU0173;Ubiquiti UniFi Protect G6 - Netzwerk-Überwachungskamera - Turret;NETZWERK;ZUBEHÖR;;31;156,70;UBIQ;UBIQUITI;UVC-G6-TURRET-W;0810084698815;1,00833
NETU0181;Ubiquiti UniFi U7 Pro XG Wall - Accesspoint;NETZWERK;SWITCH;;100;235,04;UBIQ;UBIQUITI;U7-PRO-XG-WALL;810177165118;0,736
NETU0183;Ubiquiti PowerAmp - Netzwerkverstärker - 2 x;NETZWERK;SWITCH;;10;492,98;UBIQ;UBIQUITI;UPL-AMP-B;0810084694275;4,075
NETU0184;Ubiquiti UniFi UNAS 2 - NAS-Server - RAM 4 GB;NETZWERK;SWITCH;;20;161,97;UBIQ;UBIQUITI;UNAS-2-B;0810177162667;2,675
NETU0186;Ubiquiti  UniFi Protect G6 - Netzwerk-Überwachungskamera;NETZWERK;SWITCH;;100;157,58;UBIQ;UBIQUITI;UVC-G6-BULLET-B;0810177163398;1,22333
NETU0187;Ubiquiti  UniFi Protect G6 - Netzwerk-Überwachungskamera;NETZWERK;SWITCH;;100;157,58;UBIQ;UBIQUITI;UVC-G6-BULLET-W;0810084698792;1,22333
NETU0188;Ubiquiti  UniFi G6 Pro Turret - Netzwerk-Überwachungskamera;NETZWERK;SWITCH;;50;374,13;UBIQ;UBIQUITI;UVC-G6-PRO-TURRET-B;8101771637876;1,625
NETU0189;Ubiquiti UniFi Switch Ultra L2, Gigabit Ethernet;NETZWERK;SWITCH;;100;82,75;UBIQ;UBIQUITI;USW-ULTRA;0810084693698;0,5
NOCO0002;NOCO GB20 | Boost 12V 500A Jump Starter | Boost Jump Starters;BABHOME;DV;;211;62,73;NOCO;NOCO;GB20;1210000615015;1,2
NOCO0004;NOCO GB50 | Boost 12V 1500A Jump Starter | Boost Jump Starters;BABHOME;DV;;216;106,58;NOCO;NOCO;GB50;1210000618177;1,46667
NOCO0006;NOCO GB150 | Boost 12V 3000A Jump Starter | Boost Jump Starters;BABHOME;DV;;79;198,78;NOCO;NOCO;GB150;1210000615060;3,8
NOCO0008;NOCO GENIUS1EU | 1A Battery Charger | Genius Battery Chargers ;BABHOME;DV;;256;26,14;NOCO;NOCO;GENIUS1EU;1210000619242;0,6
NOCO0009;NOCO GENIUS2EU | 2A Battery Charger | Genius Battery Chargers;BABHOME;DV;;324;33,98;NOCO;NOCO;GENIUS2EU;1210000619259;0,733
NOCO0010;NOCO GENIUS5EU | 5A Battery Charger | Genius Battery Chargers;BABHOME;DV;;135;51,23;NOCO;NOCO;GENIUS5EU;1210000619266;1
NOCO0011;NOCO GENIUS10EU | 10A Battery Charger | Genius Battery Chargers;BABHOME;DV;;141;75,80;NOCO;NOCO;GENIUS10EU;1210000619273;2
NOCO0012;NOCO GB251 | Boost Max 24V 3000A Jump Starter | Boost Jump Starters;BABHOME;DV;;4;634,38;NOCO;NOCO;GB251;1210000619419;9,45
NOCO0013;NOCO GB250 | Boost Max 12V 5250A Jump Starter  | Boost Jump Starters;BABHOME;DV;;7;634,38;NOCO;NOCO;GB250;1210000619402;9,95
NOCO0015;NOCO GBX75 | Boost X 12V 2500A Jump Starter | Boost Jump Starters;BABHOME;DV;;14;166,46;NOCO;NOCO;GBX75;1210000620088;2,374
NOCO0016;NOCO AX65 | Boost Air 12V 2000A | Jump Starter and Air Compressor;BABHOME;DV;;59;197,93;NOCO;NOCO;AX65;1210000624253;4,8875
NOCO0017;NOCO GBX155 | Boost X 4250 A | Jump Starter | Boost Jump Starters;BABHOME;DV;;160;262,89;NOCO;NOCO;GBX155;1210000620095;3,65
NOCO0018;NOCO GENIUS U65 | USB-C Charger;BABHOME;DV;;144;49,13;NOCO;NOCO;U65;1210000620057;0,64167
NOCO0019;NOCO XGC4 | Genius Boost | 56W XGC Power Adapter;BABHOME;DV;;38;42,53;NOCO;NOCO;XGC4;1210000617309;0,86667
NOCO0020;NOCO GBC013 | NOCO GB20/40 EVA Protection Case | Boost Accessories;BABHOME;DV;;51;15,11;NOCO;NOCO;GBC013;1210000617279;0,334
NOCO0021;NOCO GBC014 | NOCO GB70 EVA Protection Case | Boost Accessories;BABHOME;DV;;15;18,22;NOCO;NOCO;GBC014;1210000617286;0,616
NOCO0022;NOCO GBC015 | NOCO GB150 EVA Protection Case | Boost Accessories;BABHOME;DV;;53;24,95;NOCO;NOCO;GBC015;1210000617293;1,09
NOCO0024;NOCO GBC101 | NOCO GBX45 EVA Protection Case | Boost Accessories;BABHOME;DV;;87;18,22;NOCO;NOCO;GBC101;1210000621047;0,354
NOCO0025;NOCO GBC102 | NOCO GBX55 EVA Protection Case | Boost Accessories;BABHOME;DV;;93;21,43;NOCO;NOCO;GBC102;1210000621054;0,574
NOCO0028;NOCO GENIUS2DEU | NOCO 2A Direct-Mount Battery Charger | Genius Battery Chargers;BABHOME;DV;;276;30,74;NOCO;NOCO;GENIUS2DEU;1210000618146;0,50667
NUCA0015;ASUS NUC 15 Pro Slim Kit RNUC15CRKC500002 | 90AR00R2-M00060;BAREBONE;;;63;320,91;ASUS;Asustek;90AR00R2-M00060;4711387949832;1,56
PETK0003;Petkit Trinkbrunnen Eversweet Solo 2;BABHOME;;;22;36,03;PETKIT;Petkit;P4114;6973293808896;1,203
PETK0008;Petkit Trinkbrunnen Wasserfilter 5.0 | 5 Stk;BABHOME;;;17;14,49;PETKIT;Petkit;P4171;6975069302959;0,183
PETK0009;Petkit Trinkbrunnen Reinigungsset;BABHOME;;;5;5,08;PETKIT;Petkit;PK2301;6975069302393;0,023
PETK0011;Petkit Futterautomat YumShare Dual-Hopper mit Kamera;BABHOME;;;42;91,10;PETKIT;Petkit;P591;6975069302713;3,44
PETK0012;Petkit Futterautomat Feuchtigkeitsbeutel (Desiccant) 5 Stk;BABHOME;;;102;5,50;PETKIT;Petkit;P5121;6931580101280;0,142
PETK0014;Petkit Breezy2 Haustier Transporttasche Cremeweiß;BABHOME;;;5;49,70;PETKIT;Petkit;P7704 CREMEWEIß;6975069300863;2,028
PETK0015;Petkit Breezy2 Haustier Transporttasche Grün;BABHOME;;;9;49,70;PETKIT;Petkit;PP7704 GRÜN;6973293808629;2,025
PETK0016;Petkit Breezy2 Haustier Transporttasche Rosa Blau;BABHOME;;;3;49,70;PETKIT;Petkit;P7704 ROSA BLAU;6973293808506;2,02
PETK0017;Petkit Breezy xZone Haustier Transporttasche Grau;BABHOME;;;3;32,71;PETKIT;Petkit;P7703;6973293802337;1,715
PETK0018;Petkit AirSalon Max;BABHOME;;;9;258,83;PETKIT;Petkit;PD10;6975069301389;12,25
PETK0019;Petkit AirSalon Max Pro;BABHOME;;;3;269,10;PETKIT;Petkit;PD10 PRO;6975069301778;12,5
PETK0020;Petkit Tierfell Staubsauger-Set;BABHOME;;;21;100,70;PETKIT;Petkit;LM4;6975069301723;4,51667
PETK0021;Petkit 2 in 1 Trimmer Pro;BABHOME;;;54;12,40;PETKIT;Petkit;PK413;6973293809190;0,307
PETK0023;Petkit LED Krallenschere Pro;BABHOME;;;17;7,00;PETKIT;Petkit;ZJ3;6975069303017;0,164
PETK0024;Petkit Tierfell Bürste *neue Edition*;BABHOME;;;18;11,00;PETKIT;Petkit;PK414;6973293807905;0,16
PETK0025;Petkit 4 in 1 Kratzspielzeug;BABHOME;;;13;16,60;PETKIT;Petkit;P610;6931580101303;1,453
PETK0027;Petkit Katzenstreu Occult Bluttest | 4 Beutel;BABHOME;;;5;29,00;PETKIT;Petkit;PKCL08;6975069303918;10,25
PETK0028;Petkit Katzenklo Pura Max 2 Premium;BABHOME;;;108;314,93;PETKIT;Petkit;P9902;6975069305028;15,52
PETK0030;Petkit Katzenklo Purobot Ultra;BABHOME;;;31;584,64;PETKIT;Petkit;P9903;6975069305523;21,44
PETK0031;Petkit Katzenklo Pura Max Abtrennung weiß;BABHOME;;;16;6,90;PETKIT;Petkit;P9220D;6975069303352;0,099
PETK0033;Petkit Katzenklo Müllbeutel für Pura Max 2/ Purobot Max Pro;BABHOME;;;13;6,20;PETKIT;Petkit;P99042;6975069304281;0,196
PETK0034;Petkit Katzenklo Purobot Ultra Nachfüllringe Müllbeutel 3 Stk (P99034);BABHOME;;;45;20,00;PETKIT;Petkit;P99034;6975069304892;0,428
PETK0035;Petkit Katzenklo Pura X Lufterfrischer Nachfüller 4x50 ml;BABHOME;;;8;12,40;PETKIT;Petkit;P9214;6973293800258;0,288
PETK0036;Petkit Katzenklo Pura Max 2 / Pura X Auffangmatte Wasserfest;BABHOME;;;2;13,80;PETKIT;Petkit;LITTER PAD;6973293800371;0,062
PETK0037;Petkit Katzenklo Pura Max & Pura Max 2 Lufterfrischer N50 3 Stk.;BABHOME;;;25;12,40;PETKIT;Petkit;P9223;6975069303956;0,181
